Kinase,Z,method,AvgZ
PLK,-3.47,710418101>0.15,-3.2108333333333334
NMO,-2.99,710418101>0.15,-2.755
DYRK,-2.71,710418101>0.15,-2.8241666666666667
JNK,-2.68,710418101>0.15,-2.68
DMPK,2.66,710418101>0.15,2.8308333333333335
AKT,2.58,710418101>0.15,2.76
CK1,-2.47,710418101>0.15,-2.1041666666666665
CDK,-2.34,710418101>0.15,-2.1625
MELK,2.16,710418101>0.15,2.4125
STE7,-2.15,710418101>0.15,-1.9233333333333333
ATM,-2.14,710418101>0.15,-1.9766666666666666
PIM,2.09,710418101>0.15,2.2083333333333335
PKCI,2.02,710418101>0.15,2.2325
PKCH,1.86,710418101>0.15,1.7416666666666667
ERK,-1.85,710418101>0.15,-2.0708333333333333
QIK,-1.61,710418101>0.15,-1.3108333333333333
CK2,-1.6,710418101>0.15,-1.4041666666666668
NUAK,-1.56,710418101>0.15,-1.3916666666666666
TTK,-1.52,710418101>0.15,-1.3891666666666667
NAK,-1.52,710418101>0.15,-1.4083333333333334
TLK,-1.51,710418101>0.15,-1.4141666666666666
GSK,-1.5,710418101>0.15,-1.3375
STE11,-1.49,710418101>0.15,-1.4258333333333333
RAD53,1.38,710418101>0.15,1.2991666666666666
PAKA,1.36,710418101>0.15,1.68
SGK,1.33,710418101>0.15,1.5916666666666668
PEK,-1.33,710418101>0.15,-1.0433333333333334
PKN,1.29,710418101>0.15,1.4191666666666667
P38,-1.28,710418101>0.15,-1.3966666666666667
PKCA,1.27,710418101>0.15,1.1941666666666666
PAKB,1.27,710418101>0.15,1.2033333333333334
NDR,1.2,710418101>0.15,1.3175
NIK,-1.12,710418101>0.15,-0.9891666666666667
BUD32,-1.09,710418101>0.15,-0.9908333333333333
CAMKK,-1.09,710418101>0.15,-0.9808333333333333
KHS,-1.08,710418101>0.15,-0.9925
BRSK,-1.08,710418101>0.15,-0.9825
CAMK2,-1.07,710418101>0.15,-0.875
SLK,-1.06,710418101>0.15,-0.9825
ULK,-1.05,710418101>0.15,-0.9775
MOS,-1.04,710418101>0.15,-0.985
CLK,-1.03,710418101>0.15,-0.9975
MST,-1.01,710418101>0.15,-1.0283333333333333
PKA,0.99,710418101>0.15,1.44
WNK,0.98,710418101>0.15,0.01999999999999998
TAO,0.94,710418101>0.15,1.0325
PASK,0.9,710418101>0.15,1.005
MSN,0.87,710418101>0.15,1.05
CAMK1,0.86,710418101>0.15,0.8825
IRAK,-0.85,710418101>0.15,-0.8908333333333334
GRK,-0.83,710418101>0.15,-0.71
PDK1,-0.83,710418101>0.15,-1.1183333333333334
AUR,0.73,710418101>0.15,0.3266666666666667
FRAY,0.68,710418101>0.15,0.5125000000000001
IKK,-0.62,710418101>0.15,-0.2733333333333333
COT,-0.62,710418101>0.15,-0.5758333333333333
RSK,0.6,710418101>0.15,1.0258333333333334
STKR,-0.57,710418101>0.15,-0.4791666666666667
MLCK,-0.57,710418101>0.15,-0.87
LKB,-0.53,710418101>0.15,-0.5833333333333334
PKG,0.51,710418101>0.15,0.8725
CHK1,-0.5,710418101>0.15,-0.37416666666666665
BARK2,0.46,710418101>0.15,0.61
PKD,0.4,710418101>0.15,0.8808333333333334
NEK,0.39,710418101>0.15,0.6633333333333333
MAPKAPK,0.34,710418101>0.15,0.5933333333333334
PDHK,0.34,710418101>0.15,0.33666666666666667
RAF,-0.33,710418101>0.15,-0.2625
MTOR,0.31,710418101>0.15,0.4408333333333333
VRK1,0.27,710418101>0.15,-0.03999999999999998
PRKDC,-0.23,710418101>0.15,-0.35
MLK,0.22,710418101>0.15,-0.24500000000000002
PHK,-0.2,710418101>0.15,0.19916666666666666
MARK,-0.15,710418101>0.15,-0.035833333333333335
DAPK,0.1,710418101>0.15,-0.1466666666666667
AMPK,0.1,710418101>0.15,0.20833333333333331
HAL,-0.06,710418101>0.15,0.009999999999999998
RIPK,-0.05,710418101>0.15,0.15416666666666667
ATR,0.05,710418101>0.15,-0.045833333333333365
PKCD,0.04,710418101>0.15,0.10333333333333335
PLK,-3.41,710418101>0.2,-3.2108333333333334
NMO,-2.85,710418101>0.2,-2.755
AKT,2.83,710418101>0.2,2.76
DMPK,2.8,710418101>0.2,2.8308333333333335
JNK,-2.74,710418101>0.2,-2.68
DYRK,-2.67,710418101>0.2,-2.8241666666666667
PIM,2.61,710418101>0.2,2.2083333333333335
MELK,2.46,710418101>0.2,2.4125
CDK,-2.27,710418101>0.2,-2.1625
CK1,-2.24,710418101>0.2,-2.1041666666666665
ERK,-2.09,710418101>0.2,-2.0708333333333333
ATM,-2.04,710418101>0.2,-1.9766666666666666
PKCI,2.04,710418101>0.2,2.2325
PKCH,2.01,710418101>0.2,1.7416666666666667
STE7,-1.77,710418101>0.2,-1.9233333333333333
PAKA,1.67,710418101>0.2,1.68
SGK,1.61,710418101>0.2,1.5916666666666668
CK2,-1.52,710418101>0.2,-1.4041666666666668
PKCA,1.49,710418101>0.2,1.1941666666666666
NAK,-1.48,710418101>0.2,-1.4083333333333334
TTK,-1.46,710418101>0.2,-1.3891666666666667
TLK,-1.43,710418101>0.2,-1.4141666666666666
NUAK,-1.42,710418101>0.2,-1.3916666666666666
PKN,1.4,710418101>0.2,1.4191666666666667
