Peptide,Pat27P_641039315_A1,Pat27P_641039315_A2,Pat27P_641039315_A3,Pat27R_641039315_A4,Pat27R_641039318_A1,Pat27R_641039318_A2,Pat27P_641039318_A3,Pat27P_641039318_A4,Pat27P_641039319_A1,Pat27R_641039319_A2,Pat27R_641039319_A3,Pat27R_641039319_A4,Pat31P_641039320_A1,Pat31P_641039320_A2,Pat31P_641039320_A3,Pat31R_641039320_A4,Pat31R_641039321_A1,Pat31R_641039321_A2,Pat31P_641039321_A3,Pat31P_641039321_A4,Pat31P_641039322_A1,Pat31R_641039322_A2,Pat31R_641039322_A3,Pat31R_641039322_A4
PAXI_111_123,9.58098734950074,10.69532679474744,9.996593398556753,10.64389021519992,11.174077731105298,9.083253516158122,9.366652123929596,10.543542573341176,10.2567205153109,10.839203788096944,10.910006262952722,9.135878649165653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RET_1022_1034,9.0541563296821,10.201337954073772,9.545000872303804,10.10130676444693,10.487802121540582,8.919987619718608,8.868618749334134,9.79073270111019,9.736114697626714,10.227229944124952,10.257031973169168,8.757908854138705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PECA1_706_718,8.694932741381066,9.934302850754642,8.92200930247342,9.53923198307269,10.485525559448812,7.98847033493448,8.671090378388792,9.783585141229285,9.554950783151623,10.031083453399024,10.104920124302794,7.8412231219818604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RASA1_453_465,7.598509032559104,8.647254766236589,7.850923936995003,8.446068919603336,9.085960920330896,6.683590533448872,7.523561956057013,8.480008990948468,8.008058585050206,8.667078059938472,8.864302966796204,6.787779383720843,9.828525726064152,11.286143616853057,10.725961034544229,6.752364866373173,7.206876137615204,6.623570954756822,10.018121428367468,11.023571301698446,10.070247546648014,6.497286982380303,7.189824558880018,6.9655665029361264
CDK1_9_21,8.952109347765012,10.138006090458704,9.125389100840476,9.84809141964358,10.634502858827744,8.019852945963592,8.773667968369192,9.916386506982382,9.626397809190689,10.088063172089528,10.380113873098352,7.769182902453678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTN11_57_67,8.850452236797606,10.017543793713644,9.294187233746417,9.968177716392663,10.2861872166367,8.444194477969937,8.720454005099596,9.704360442650962,9.415701913184463,9.948973232374486,10.103881591535051,8.152045625101158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTN6_558_570,8.016072406496976,9.315704979025774,8.579138013791063,9.01164921946279,9.93363498790456,8.10911608895414,8.234794841180177,9.294967467240062,9.175773135801032,9.43832110152746,9.647933521855268,7.779378669559567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPOR_361_373,7.077420373853185,8.617068890059498,7.696245834254901,8.401684556589306,9.213860787715332,6.143984783095988,6.046866605037974,8.437614686814724,7.79539645774955,8.53108715308141,8.727149852724764,5.367476568229358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD3E_182_194,6.423730375410222,7.9655665029361264,7.278756260745789,8.087062481863592,8.838609328060972,6.8405107386042605,6.625226370934884,7.921784810908213,7.530939976846557,8.39231742277876,8.687557253134795,6.683060812480598,9.755895322701058,11.151208052380078,10.60733031374961,6.920886495162571,7.443881834119783,7.003398576461865,9.899328419331434,10.836377918823342,9.87129504045452,6.899613429909593,7.42974227264525,6.785807141389238
EPHA7_607_619,7.996380218646368,9.044703411897078,8.435729221452625,9.324477777508385,9.777891099356395,8.424522847301002,7.879641041791007,8.836705408232174,8.535055246664744,9.41769332095019,9.528435680950968,8.02988621763403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PECA1_708_718,9.584395292126908,10.898102231843316,9.879467658310672,10.807840923423456,11.358277982857809,9.03466921097937,9.399832107712855,10.641199731122112,10.174266207823951,10.870481042505531,11.11401238196276,8.912324481659146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLCG2_1191_1203_C1200S,9.29097516655845,10.466143813881326,9.622120905774642,10.925960243553122,11.372824002724226,9.578710907149302,9.011121745126584,10.26714001246952,9.7639952573799,11.061816946503946,11.24279212498806,9.44653714972836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGFRB_572_584,9.196520937776,10.123779793581834,9.630249951005844,10.224001674198105,10.508542266810696,9.154531547318935,9.158157130309895,9.77950256453503,9.794231931239144,10.466413192382388,10.392155385934553,9.13122604086276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD3Z_105_117,6.2564980042379394,7.9655665029361264,7.1815976597334155,8.190570137729113,9.014283702209564,6.188705467648036,5.749837811880689,7.884256931317792,7.225184696028141,8.37831530705255,8.56483254168678,6.199857507519143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGFRB_1014_1028,6.095446785483036,7.803948320614355,6.7417213626763175,8.396200857265988,8.734837411097164,6.056714390994322,6.0143889815208,7.458503342975745,7.032383670723183,8.416578471274331,8.390858435591323,6.278405623961735,9.024773787261202,10.502099981142434,9.77534627985789,6.627430641861614,7.081847674147214,6.261474045281533,9.06893034070396,10.146196399881314,9.242095534504108,5.964695047131381,6.9625141018318555,5.496081219634906
CD3Z_77_89,6.498491738225587,7.768933322824842,7.117569596381176,6.08746284125034,6.999149103460508,5.13781281628856,6.7263788390567,7.313738697074016,7.561233899160157,6.790240901193757,6.8223453523055415,5.485183765078708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERBB2_1241_1253,5.384519052218353,5.865470668228538,4.914131238364778,7.054668304931765,7.242544986216797,4.343541907993425,5.339513906193323,5.870132045598401,5.186464677592244,6.944504887408296,7.028218843809729,4.696245834254901,8.224092710326287,9.527255682896522,9.015441352302666,6.693092401216027,7.2522191230759585,6.406505865657727,8.462984485783325,9.393451171395764,8.425789897588517,6.325326671349227,6.528877931516191,5.952439068950514
TEC_512_524,5.90598295478532,6.652540610525774,6.052619312908762,6.955951414059405,7.150896830051029,5.166897308744745,5.491248065898962,6.2328055402758595,6.482142028677033,6.554588851677638,6.8276273170838655,4.8092979459753975,7.799067750868808,9.06324243399182,8.412270248628637,5.655783837910853,5.7427384194973525,4.975983118881465,7.804191916231799,8.666676213677793,7.935415268915154,5.423096084329049,5.785807141389238,5.44700522793748
JAK2_563_577,6.041090866533816,7.486398666237567,6.796131464154624,7.550529003657283,7.789748933570613,6.016913382936346,6.350230353171451,7.2864487876719375,6.801998073557125,7.358879231060254,7.597666090647371,5.249359468936717,8.767060098098279,10.209591301574324,9.580276347051337,6.0152309395493,6.738665883156045,6.06079787812726,8.779006920781674,9.765246999283848,8.919088183878447,5.787779383720844,6.16082279433506,6.182722275906427
RAF1_332_344,7.6611730673412755,8.721615127931598,7.960111247850735,7.973819184111152,8.635119175693315,7.117177506409776,7.799800889721321,8.474968602956709,8.314935883472657,8.192060140485763,8.311169947435404,6.77292142499373,8.838847141469717,10.243757806903275,9.578995658959345,6.599070720337618,6.936082308323302,6.794661076691631,9.092158760554208,9.88966179730391,8.934747920954342,6.596822655931217,7.006365777533148,6.603556367296421
PGFRB_1002_1014,7.002974191978473,8.145523657952179,7.516443380557312,8.598087623167794,9.052311712955737,7.513466909435738,6.656863295530154,7.873618221376648,7.873386071558642,8.904052319971669,8.75878889122636,7.359210846977331,8.37684208341877,10.077974529964749,9.477032708764336,5.316473664795255,6.108918905185518,4.849508373472549,8.70501286207188,9.716835635131831,8.586945976489977,4.522377963343134,5.911420254089033,3.4420045468791134
MET_1228_1240,6.056714390994322,7.231719309800987,6.428794689661503,7.263955644440216,8.075605282348228,6.1577759187761965,6.023623604525899,7.290975166558451,6.909157202580464,7.691776433742781,7.9134539697313135,6.093056238058042,8.80577428597757,10.161250745603605,9.487612545182456,6.4942706838931334,6.983316313230586,6.250790004543158,8.81499049140594,9.690920410735329,8.95177955120605,6.187958924272574,6.838133583607893,5.871992387623929
FER_707_719,7.930737337562887,9.2340717763657,8.425631577144912,8.879294253990558,9.365332032298308,7.337495680113348,7.742738419497352,8.965348688330007,8.607190713861662,8.737773481299621,8.967851573056612,6.879872187356011,9.850511207757204,11.302380271993414,10.677985508825818,7.226639392436634,7.524153588232985,7.206507586063605,10.047072454369976,10.982455516641272,9.941462917784696,6.911872438716113,7.438242628082914,6.908250987072722
KSYK_518_530,5.0067891656626395,6.477872794833958,4.712948713047671,5.360867784153708,6.093853527407369,4.783832199204181,4.717094391305224,5.693092401216027,5.831456635963484,5.74070358835482,5.840035620852268,4.257921482440142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MK12_178_190,4.883104342744153,4.424364387743383,4.69203972328469,5.013546531837948,5.846673072774412,3.92313123661573,3.775905283432552,4.444507054082283,4.939191087511829,5.694144311609613,5.511678074685925,4.190942782711396,5.952439068950514,7.394584029750706,6.849036210142893,4.991468366378883,5.535348745809463,5.040263870213727,6.120702485866139,6.937415462621977,5.884026487256782,4.202816882999687,4.302746681683742,4.232081477504882
MUSK_548_560,4.710871398015062,5.377988054007958,4.401362562381768,5.1393582851464625,5.117569596381176,3.3910206181603084,5.190942782711396,5.912324481659147,4.43195088221519,4.843832188940347,5.74070358835482,4.17897014104532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MK10_216_228,7.106550595421023,7.770928751968525,7.10734046406429,7.21422746583165,7.930291028188596,7.012281934204701,7.289235931819914,7.586945976489977,7.861262512476152,7.76968193222029,7.791715798280014,6.653622496621386,7.820178962415188,9.095546305714915,8.493817694709165,5.7739167303390975,5.940078081109329,5.535348745809463,8.055896304756983,8.806747190029203,7.818974005324438,6.031967728658636,6.455714926910019,6.1691686737495575
RB_804_816,5.839084915683835,7.083454238946743,6.428162621725483,6.8863292731262025,7.198746174784085,5.662248501636984,6.437614686814725,7.050978021445177,6.845726732930123,7.007635569348336,6.718645954502868,6.085860736653839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRS2_626_638,8.499845887083206,9.570213730472762,9.088363243857009,10.53608223255102,10.741912115453108,9.638538372062898,8.387773497633813,9.307308226851095,9.05405391282614,10.576002958142167,10.64762812134448,9.41641913668464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDPK1_369_381,7.175208222249121,7.817526727114895,7.050156674972159,8.268199908469846,9.230360370605824,7.420238318374695,6.277704094630679,7.518523262554087,7.527698295276397,8.451366650082804,8.470831510630537,6.947154465822246,9.581626952248488,10.413947197637569,9.817285372862406,7.066901518768023,7.717353101077439,6.987183554672969,9.175867266557656,10.037469252551558,9.605724098904972,6.733558992722957,7.18084742828599,6.44700522793748
FGFR2_762_774,6.294447358465256,6.713467574783488,6.338841477823709,6.8904650476954075,7.581271652396702,5.816077995571342,5.774911349503546,6.564976300845974,6.776401993728692,7.1374261902535805,6.869666585023017,5.119136891528137,7.718904386217108,9.09465037638697,8.497286982380302,6.336822310187057,6.711910429418194,5.557481764299049,7.9670902850900385,8.793802658094652,7.972952700577064,6.046866605037974,6.4173748803703985,5.412909316209802
AMPE_5_17,4.813176160786325,4.543542573341176,4.496081219634906,3.4013625623817676,4.5505290036572825,2.154722594798643,3.660096830781936,3.4668363998590492,4.163863248655111,4.101802280522859,4.133166451432195,4.388423506674269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDK7_157_169,6.502700478566667,7.283656248612978,6.617484792154596,6.5033007261479865,6.743754759828845,6.614154213435939,6.862666595351835,7.017753869438935,7.06405636633549,6.488825403632107,6.502700478566667,6.243623099387573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRK_214_226,3.926715573964768,6.010171805057292,5.1409021002118,6.910062849214654,7.623570954756822,5.45447389884133,4.117569596381176,5.967307836932552,6.054258739268009,7.572718099430521,7.233529239834997,4.498491738225587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRGR_786_798,5.423096084329049,6.518820143929944,6.106550595421023,5.891382500852488,6.957704385163156,3.897788388501266,4.237863830098888,6.4077888315412,6.5928800943184385,5.919537971891721,6.264309810402689,5.097038285965324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPHA1_774_786,7.590622355139525,9.028114568934118,8.27945727875807,9.418011691257316,9.951889491769329,7.928280925631354,7.599912842187128,8.996913109370444,8.33581166563372,9.484575930630749,9.773294744970167,7.608865021640556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
