Kinase,Z,method,AvgZ
JNK,-4.5,710399505>0.15,-3.33
P38,-3.84,710399505>0.15,-3.2816666666666667
ERK,-3.79,710399505>0.15,-2.930833333333333
DYRK,-3.34,710399505>0.15,-2.2083333333333335
STE7,-3.28,710399505>0.15,-2.61
NMO,-2.72,710399505>0.15,-1.9683333333333333
PKCD,2.69,710399505>0.15,2.995833333333333
PKA,2.67,710399505>0.15,2.8541666666666665
RSK,2.6,710399505>0.15,1.9216666666666666
PLK,-2.38,710399505>0.15,-1.035
MST,-2.38,710399505>0.15,-1.4766666666666666
DMPK,2.3,710399505>0.15,1.855
PKG,2.25,710399505>0.15,2.1416666666666666
CDK,-2.17,710399505>0.15,-1.4758333333333333
CK1,-1.95,710399505>0.15,-2.1550000000000002
PIM,1.88,710399505>0.15,1.2733333333333334
PHK,1.76,710399505>0.15,1.9866666666666666
MELK,1.74,710399505>0.15,0.42833333333333334
SGK,1.72,710399505>0.15,0.5516666666666667
RAF,-1.68,710399505>0.15,-1.2858333333333334
NEK,-1.59,710399505>0.15,-1.4649999999999999
PKCH,1.59,710399505>0.15,0.9066666666666667
LKB,-1.58,710399505>0.15,-1.4558333333333333
TLK,-1.45,710399505>0.15,-1.0474999999999999
PAKA,1.43,710399505>0.15,2.305833333333333
PKN,1.41,710399505>0.15,0.16166666666666665
PAKB,-1.38,710399505>0.15,-0.26333333333333325
VRK1,-1.38,710399505>0.15,-0.8991666666666667
PKCA,1.37,710399505>0.15,1.3641666666666667
TTK,-1.36,710399505>0.15,-0.6666666666666667
NUAK,-1.34,710399505>0.15,-0.6616666666666666
PKD,1.32,710399505>0.15,2.4074999999999998
MAPKAPK,1.3,710399505>0.15,1.9383333333333332
STE11,-1.3,710399505>0.15,-1.04
STKR,-1.13,710399505>0.15,-1.4775
GSK,-1.13,710399505>0.15,-0.39916666666666667
AKT,1.13,710399505>0.15,0.7325
IRAK,-1.09,710399505>0.15,-0.9375
PDK1,-1.07,710399505>0.15,-2.355
TAO,1.06,710399505>0.15,0.09750000000000007
CLK,-1.05,710399505>0.15,-0.74
MSN,1.05,710399505>0.15,0.435
MLK,1.03,710399505>0.15,0.5908333333333333
BRSK,1.02,710399505>0.15,1.0758333333333334
WNK,1.01,710399505>0.15,-0.5733333333333334
KHS,1.01,710399505>0.15,-0.22749999999999998
BUD32,-1,710399505>0.15,-0.21499999999999997
NIK,-1,710399505>0.15,-0.735
MOS,-0.99,710399505>0.15,-0.7316666666666667
AUR,0.99,710399505>0.15,2.06
CAMKK,-0.98,710399505>0.15,-0.39416666666666667
PASK,0.98,710399505>0.15,1.4508333333333332
SLK,-0.97,710399505>0.15,-0.7366666666666667
ULK,-0.96,710399505>0.15,-0.73
ATM,-0.96,710399505>0.15,-0.10000000000000003
PKCI,0.94,710399505>0.15,1.3783333333333334
ATR,-0.81,710399505>0.15,-1.0708333333333333
CK2,-0.69,710399505>0.15,-0.48
PDHK,-0.61,710399505>0.15,-0.905
BARK2,0.59,710399505>0.15,0.08083333333333333
QIK,0.58,710399505>0.15,0.7691666666666667
PRKDC,-0.56,710399505>0.15,-1.2641666666666667
AMPK,0.5,710399505>0.15,1.0125
MLCK,0.48,710399505>0.15,-0.06833333333333325
NDR,0.48,710399505>0.15,-0.5083333333333333
COT,0.43,710399505>0.15,0.7991666666666666
CHK1,0.34,710399505>0.15,0.6758333333333333
CAMK1,0.27,710399505>0.15,0.755
CAMK2,-0.21,710399505>0.15,-0.23
MTOR,-0.18,710399505>0.15,-0.5325
RAD53,-0.14,710399505>0.15,0.07999999999999997
RIPK,0.08,710399505>0.15,0.6333333333333333
PEK,-0.06,710399505>0.15,-0.2725
NAK,0.06,710399505>0.15,-0.5499999999999999
IKK,0.05,710399505>0.15,0.15416666666666667
FRAY,0.03,710399505>0.15,-0.38416666666666666
DAPK,0.02,710399505>0.15,0.5375
GRK,0.02,710399505>0.15,0.3016666666666667
MARK,0.02,710399505>0.15,0.6391666666666667
HAL,-0.01,710399505>0.15,0.22750000000000004
JNK,-3.62,710399505>0.2,-3.33
STE7,-3.3,710399505>0.2,-2.61
P38,-3.14,710399505>0.2,-3.2816666666666667
RSK,2.87,710399505>0.2,1.9216666666666666
PKCD,2.78,710399505>0.2,2.995833333333333
PKA,2.74,710399505>0.2,2.8541666666666665
DMPK,2.61,710399505>0.2,1.855
PIM,2.54,710399505>0.2,1.2733333333333334
PHK,2.37,710399505>0.2,1.9866666666666666
MAPKAPK,2.34,710399505>0.2,1.9383333333333332
PLK,-2.31,710399505>0.2,-1.035
NEK,-2.3,710399505>0.2,-1.4649999999999999
ERK,-2.27,710399505>0.2,-2.930833333333333
DYRK,-2.26,710399505>0.2,-2.2083333333333335
NMO,-2.26,710399505>0.2,-1.9683333333333333
PDK1,-2.17,710399505>0.2,-2.355
PKG,2.11,710399505>0.2,2.1416666666666666
CK1,-1.98,710399505>0.2,-2.1550000000000002
MST,-1.95,710399505>0.2,-1.4766666666666666
SGK,1.82,710399505>0.2,0.5516666666666667
PDHK,-1.71,710399505>0.2,-0.905
LKB,-1.7,710399505>0.2,-1.4558333333333333
PKN,1.7,710399505>0.2,0.16166666666666665
IRAK,-1.67,710399505>0.2,-0.9375
FRAY,-1.64,710399505>0.2,-0.38416666666666666
PKCI,1.56,710399505>0.2,1.3783333333333334
CDK,-1.51,710399505>0.2,-1.4758333333333333
PKD,1.47,710399505>0.2,2.4074999999999998
MSN,1.35,710399505>0.2,0.435
PRKDC,-1.29,710399505>0.2,-1.2641666666666667
PAKA,1.24,710399505>0.2,2.305833333333333
NUAK,-1.23,710399505>0.2,-0.6616666666666666
TTK,-1.22,710399505>0.2,-0.6666666666666667
PKCH,1.21,710399505>0.2,0.9066666666666667
BRSK,1.21,710399505>0.2,1.0758333333333334
TLK,-1.21,710399505>0.2,-1.0474999999999999
PAKB,-1.2,710399505>0.2,-0.26333333333333325
PKCA,1.2,710399505>0.2,1.3641666666666667
PASK,1.15,710399505>0.2,1.4508333333333332
TAO,1.14,710399505>0.2,0.09750000000000007
CAMK2,-1.09,710399505>0.2,-0.23
VRK1,-1.03,710399505>0.2,-0.8991666666666667
NDR,-1.01,710399505>0.2,-0.5083333333333333
RAF,-0.93,710399505>0.2,-1.2858333333333334
COT,0.89,710399505>0.2,0.7991666666666666
MOS,-0.88,710399505>0.2,-0.7316666666666667
AUR,0.88,710399505>0.2,2.06
SLK,-0.88,710399505>0.2,-0.7366666666666667
ATR,-0.87,710399505>0.2,-1.0708333333333333
AKT,0.85,710399505>0.2,0.7325
BUD32,-0.85,710399505>0.2,-0.21499999999999997
ULK,-0.85,710399505>0.2,-0.73
MLCK,0.85,710399505>0.2,-0.06833333333333325
KHS,-0.85,710399505>0.2,-0.22749999999999998
WNK,-0.84,710399505>0.2,-0.5733333333333334
NIK,-0.84,710399505>0.2,-0.735
CLK,-0.82,710399505>0.2,-0.74
CAMKK,-0.81,710399505>0.2,-0.39416666666666667
STE11,-0.79,710399505>0.2,-1.04
QIK,0.78,710399505>0.2,0.7691666666666667
STKR,-0.73,710399505>0.2,-1.4775
ATM,-0.68,710399505>0.2,-0.10000000000000003
MTOR,-0.63,710399505>0.2,-0.5325
GRK,0.59,710399505>0.2,0.3016666666666667
AMPK,0.45,710399505>0.2,1.0125
IKK,-0.44,710399505>0.2,0.15416666666666667
MARK,-0.42,710399505>0.2,0.6391666666666667
DAPK,0.42,710399505>0.2,0.5375
GSK,-0.38,710399505>0.2,-0.39916666666666667
CHK1,0.33,710399505>0.2,0.6758333333333333
RAD53,-0.32,710399505>0.2,0.07999999999999997
BARK2,-0.32,710399505>0.2,0.08083333333333333
HAL,0.27,710399505>0.2,0.22750000000000004
CK2,-0.26,710399505>0.2,-0.48
NAK,0.23,710399505>0.2,-0.5499999999999999
MLK,0.23,710399505>0.2,0.5908333333333333
PEK,-0.2,710399505>0.2,-0.2725
MELK,0.12,710399505>0.2,0.42833333333333334
CAMK1,0.11,710399505>0.2,0.755
RIPK,0.07,710399505>0.2,0.6333333333333333
P38,-3.5,710399505>0.3,-3.2816666666666667
PKCD,3.44,710399505>0.3,2.995833333333333
JNK,-2.74,710399505>0.3,-3.33
PKD,2.61,710399505>0.3,2.4074999999999998
PHK,2.43,710399505>0.3,1.9866666666666666
ATR,-2.36,710399505>0.3,-1.0708333333333333
MAPKAPK,2.3,710399505>0.3,1.9383333333333332
PKA,2.23,710399505>0.3,2.8541666666666665
ERK,-2.23,710399505>0.3,-2.930833333333333
PRKDC,-2.19,710399505>0.3,-1.2641666666666667
CK1,-2.12,710399505>0.3,-2.1550000000000002
PKG,2.02,710399505>0.3,2.1416666666666666
STE7,-1.95,710399505>0.3,-2.61
PIM,1.83,710399505>0.3,1.2733333333333334
RSK,1.72,710399505>0.3,1.9216666666666666
MLCK,1.69,710399505>0.3,-0.06833333333333325
COT,1.68,710399505>0.3,0.7991666666666666
PASK,1.63,710399505>0.3,1.4508333333333332
