Peptide,Pat27P_710418101_A1,Pat27P_710418101_A2,Pat27P_710418101_A3,Pat27R_710418101_A4,Pat27R_710418102_A1,Pat27R_710418102_A2,Pat27P_710418102_A3,Pat27P_710418102_A4,Pat27P_710418104_A1,Pat27R_710418104_A2,Pat27R_710418104_A3,Pat27R_710418104_A4,Pat31P_710418105_A1,Pat31P_710418105_A2,Pat31P_710418105_A3,Pat31R_710418105_A4,Pat31R_710418106_A1,Pat31R_710418106_A2,Pat31P_710418106_A3,Pat31P_710418106_A4,Pat31P_710418108_A1,Pat31R_710418108_A2,Pat31R_710418108_A3,Pat31R_710418108_A4
PRKDC_2618_2630,3.933857643208788,3.5620983923694194,3.3910206181603084,2.154722594798643,3.795641501493814,3.5620983923694194,3.8645365827048814,2.8266683971144384,3.7558953227010576,2.7232906572691298,2.9725192635778934,2.787779383720844,4.013546531837948,3.6296315500548846,3.651457912508063,3.255073120131111,4.095446785483036,3.416737788268683,3.4668363998590492,3.3910206181603084,3.7558953227010576,3.196892049042582,3.3910206181603084,2.548203950711039
REL_260_272,3.8532801273617583,4.471751890273166,3.672958981718985,7.92200930247342,8.395392670005545,4.664396968215561,3.7356039187079815,3.879409859186412,4.020272395026262,7.922233759111895,8.048718192510385,4.142444265020206,4.419284470379029,5.883104342744153,5.101802280522859,2.9725192635778934,4.4766506896860045,4,4.4766506896860045,4.739685095519798,5.479093865614334,3.672958981718985,3.715023041285529,3.3381687358945733
KCNA1_438_450,3.1668973087447445,3.607469900130726,2.9374154626219773,6.4815329110657505,6.725350179447425,3.4619041043168184,2.575860293613904,2.9863250631029237,2.664396968215561,6.410991263579544,6.458812834565667,2.8645365827048814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SCN7A_898_910,5.181972629206843,5.662248501636984,5.384519052218353,9.505549432958878,9.71935653035397,6.710351601561632,5.082651180177948,4.7778910993563954,5.1144298888506095,9.28784303280668,9.453154135750122,5.914131238364778,6.641676891715478,7.865003701064439,7.247569302382555,4.813176160786325,6.313738697074016,5.857980995127572,6.630181252877648,7.02320512880407,7.091061084869244,5.6074699001307255,5.822826330820044,5.518820143929944
ACM5_494_506,4.655783837910853,4.696245834254901,4.781854549763738,4.587229107693101,4.479093865614334,4.566700294328428,4.631829105759131,4.391020618160309,4.631829105759131,4.575860293613904,4.348895142487632,4.154722594798643,4.883104342744153,5.204294297405187,5.013546531837948,4.517632251692483,5.1409021002118,4.687821313726891,4.847618792271332,4.69203972328469,4.994887076606347,4.38060400221497,4.483967839982805,4.338168735894573
BAD_93_105,5.793679985160527,6.072170533061796,6.111283333533745,5.639494296683629,6.081043720356062,6.208717484439371,5.518820143929944,5.774911349503546,5.981163357987144,5.757908854138706,5.681470481574503,5.482750889222423,6.2328055402758595,6.208717484439371,6.269964673265912,5.992323803724367,6.0664954117869065,6.132390600356283,6.242904446799418,5.894131364893178,6.164622362085353,5.946271813582484,5.818009314522269,5.416737788268684
CSF1R_701_713,6.094650376386969,6.261474045281533,5.840035620852268,9.307222293322711,9.691315561392656,6.561522121125133,6.003398576461865,5.494874448304912,5.955951414059405,9.072878356120412,9.298948750700196,5.881258283578781,6.619147202602671,7.4891284589931395,6.8092979459753975,4.7376459502462005,6.4332114284211075,5.748825749376268,6.56382582627074,6.808812435272215,7.354893883109075,5.705664986587295,5.924924518438781,5.535348745809463
GPR6_349_361,4.587229107693101,4.2522191230759585,4.308253157990286,4.2805081675073815,4.541206224586219,4.142444265020206,4.52474497788705,3.491248065898963,4.557481764299049,4.414186602739351,4.377988054007958,3.905074742579759,4.237863830098888,4.383215215671508,4.370111628397328,3.841935153767749,4.111283333533745,4.17897014104532,4.05343925896146,3.8343219696578736,4.274894561043856,4.202816882999687,3.3109985347291033,3.3109985347291033
KCNA2_442_454,4.0697410712905615,4.372741884442,4.294447358465256,5.729460424509337,6.077017217488709,3.841935153767749,4.095446785483036,3.651457912508063,4.117569596381176,5.709831617760404,5.916837137953058,3.5388660861317027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARCS_160_172,4.370111628397328,4.483967839982805,4.4766506896860045,4.294447358465256,4.023623604525899,4.288887833123355,4.0762105666201185,4.046866605037974,4.291670273794682,4.101802280522859,4.142444265020206,4.133166451432195,4.675091569011798,4.605234895747418,4.771925432520007,4.56440117823884,4.7739167303390975,4.340857823422213,4.845726732930123,4.5128708775987585,4.771925432520007,4.616375453352618,4.343541907993425,4.36219196510109
NMDZ1_890_902,8.293753588295171,7.347558694924818,7.368794699925337,9.312626133736568,9.413787572162644,7.794661076691631,8.21331059573985,6.530645579326734,7.267493397661952,8.939191087511828,9.1240237434363,7.055077754357215,7.305846660283191,8.281208334976057,7.674025669413338,5.555167898460803,7.503300726147987,6.604116093798452,7.36582720822247,7.476039248676264,7.974685147547049,6.145523657952178,6.999149103460508,6.388423506674269
PTK6_436_448,7.834321969657873,7.866870663526066,7.294100515083158,9.885408599807857,10.334800312601846,7.74222998071116,7.156250064545236,6.863134319473581,7.485791343542473,9.779936113180026,9.939191087511828,7.0758070719899155,7.288539650416008,8.397493015920116,7.719162771646453,5.056714390994322,7.530645579326734,6.756398969081068,7.453542426706816,7.497588265672802,7.748825749376268,6.44700522793748,6.8223453523055415,6.048512577881534
CAC1C_1974_1986,7.011860155210061,8.018173929142263,7.305846660283191,11.116907882727624,11.553303261137374,8.75450938787985,6.72843396054509,6.532411063994403,7.323628383877201,11.048949473945282,11.116687244047055,7.682530896940795,8.79772269458205,9.986486069189905,9.30610469141171,6.1033867892388525,8.518671710878639,7.777394901573039,8.60313642986342,8.90632338701427,9.218528967221188,7.564113530936344,7.630181252877648,7.0882632268691435
KPB1_1011_1023,5.800533656201591,6.567274501317456,5.794661076691631,10.939579214314694,11.44290438517327,7.632926629616466,5.443256343088573,5.304125272367609,6.035291912251202,10.945719881581075,10.94911092433379,6.546457698683164,7.7376459502462,9.285576699728503,8.30412527236761,4.634023319172043,7.444819562486168,6.564976300845974,7.626604434886152,7.996380218646368,8.531969895332622,6.341529312864584,6.661710884697323,5.884948042727841
ACM5_498_510,4.013546531837948,4.712948713047671,4.406505865657727,4.240746338632009,4.308253157990286,4.664396968215561,4.046866605037974,4.620807699667878,4.5128708775987585,4.223364260403773,4.214594050776041,3.6941443116096138,4.753878977102553,5.011860155210061,4.803461005953113,4.419284470379029,4.534174390806981,4.555167898460803,4.578141234865142,4.471751890273166,4.702532097102332,4.316473664795255,4.5128708775987585,4.0697410712905615
BCKD_45_57,4.370111628397328,4.419284470379029,4.340857823422213,4.0762105666201185,4.488825403632107,3.237863830098888,4.101802280522859,3.795641501493814,4.193920482511291,4.220446777021479,4.142444265020206,3.226275855823676,3.4668363998590492,3.7356039187079815,3.3648366863566537,2.8266683971144384,3.283306800860055,2.664396968215561,3.154722594798643,3.795641501493814,3.879409859186412,3.226275855823676,3.4420045468791134,2.747812976403199
GPSM2_394_406,4.257921482440142,4.388423506674269,3.822826330820044,8.088263226869143,8.58949215920167,4.36219196510109,4.17294635341755,3.879409859186412,4.471751890273166,7.809055211047444,8.13103185618774,3.996593398556751,4.552850315567404,5.8237878070574896,5.008481476755091,2.8645365827048814,4.575860293613904,3.8941313648931777,4.498491738225587,4.712948713047671,5.374055216386032,3.879409859186412,4.163863248655112,3.638401759682617
MBP_222_234,5.274894561043856,4.986325063102924,5.003398576461865,4.409070657517031,5.181972629206843,5.154722594798643,4.895961035450259,4.6007544727647485,5.101802280522859,4.677221008573145,4.6007544727647485,4.459431618637297,4.879409859186412,5.040263870213727,4.979438677517684,4.733558992722957,5.011860155210061,4.739685095519798,5.045218752156492,4.582692327096329,4.881258283578781,4.836229035422533,4.56440117823884,4.05343925896146
NOS3_1171_1183,7.353562983530474,6.605234895747418,6.3877734976338125,6.772423514707205,7.55110968188645,6.458812834565667,7.076613948432026,5.620807699667878,6.626879889787397,7.0257141642901875,7.167276118000141,5.624122971232234,6.45447389884133,6.757405734677325,6.419284470379029,5.181972629206843,6.856572342412676,6.093853527407369,6.552270337653708,6.381910199715595,6.767434937672783,5.527108115255531,5.972519263577893,5.229181586999087
STK6_283_295,7.451366650082805,7.95265884121705,7.318862515793152,10.76380740238614,11.18604414171558,8.769432438913851,7.146292480267675,7.0072124295767475,7.564113530936344,10.75327983160314,10.890665790433616,8.011227255423254,8.534321237470133,9.51190180036535,9.0541563296821,6.466220784299937,8.426581239301566,7.935859996119936,8.462058494069321,8.590622355139525,8.92335551878344,7.608865021640556,7.798823288436488,7.395877636688656
VASP_271_283,6.488825403632107,6.4870057333792355,6.25863269519346,7.490945455506476,7.974685147547049,7.0164929559944555,6.600193440270457,6.00170028898984,6.206507586063605,7.637581813629918,7.851395483016815,6.447629096072991,6.187211994387451,6.8223453523055415,6.392317422778761,4.56440117823884,6.182722275906427,5.688877073042861,6.160061678495255,6.191687784040055,6.345551699413262,5.412909316209802,5.74070358835482,5.370111628397328
ADDB_696_708,4.126947928697037,4.348895142487632,4.464372359907568,4.557481764299049,4.649290075825353,4.079434467494405,3.886789389552009,4.294447358465256,4.226275855823676,4.0664954117869065,4.310998534729103,3.791715798280014,3.815111365692039,4.098628032727716,4.260764232208967,3.860794181019065,4.302746681683742,3.996593398556751,4.072979445357106,4.677221008573145,3.9620775168562465,4.142444265020206,4.1577759187761965,3.969047071671088
GSUB_61_73,3.905074742579759,3.815111365692039,3.930291028188596,3.775905283432552,3.986325063102924,4.013546531837948,3.9620775168562465,3.775905283432552,4.046866605037974,3.9014361655164103,3.5712875638240797,3.775905283432552,4.030302760163526,3.7558953227010576,4.030302760163526,3.1789701410453195,3.905074742579759,3.783832199204181,3.7719254325200064,3.681470481574503,3.996593398556751,3.607469900130726,3.815111365692039,3.7558953227010576
NR4A1_344_356,4.0762105666201185,4.321928094887363,4.356887933241163,4.095446785483036,4.297219107715309,4.343541907993425,3.5388660861317027,4.202816882999687,4.302746681683742,4.085860736653839,4.214594050776041,4.1577759187761965,4.527108115255531,4.488825403632107,4.414186602739351,4.255073120131112,4.5689957523160905,4.5033007261479865,4.616375453352618,4.321928094887363,4.383215215671508,3.996593398556751,4.187958924272574,3.2087174844393713
RAF1_253_265,4.079434467494405,4.003398576461865,3.795641501493814,3.316473664795254,4.240746338632009,3.9931787341439864,3.795641501493814,2.8266683971144384,3.515253528909752,3.651457912508063,3.841935153767749,3.5849625007211565,3.660096830781936,3.803461005953113,4.0269670476002695,2.706707773073526,3.668684326618659,3.7232906572691298,3.651457912508063,3.672958981718985,3.5388660861317027,3.3648366863566537,3.283306800860055,2.575860293613904
STMN2_90_102,3.486398666237567,4.202816882999687,3.890465047695408,6.868269301581211,7.578710907149302,4.063242433991819,3.8532801273617583,4.202816882999687,4.424364387743383,7.031967728658636,7.344882079981009,2.8266683971144384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CGHB_109_121,5.961203950350059,6.213127151777382,5.884026487256782,7.64140424784414,8.306190691533393,6.587229107693101,5.548203950711039,5.293059484341013,6.080239318305176,8.087262675444832,8.048923777838969,5.730486158673334,6.652540610525774,7.117961579820863,6.712429664637363,4.830500258705466,6.469910543448997,5.9820249256692986,6.26714001246952,6.2593435575093395,6.700439718141093,5.789748933570613,5.854221527095579,5.344882079981009
NCF1_296_308,9.411710832181456,9.464680595148756,9.447785020962728,11.190360482619989,11.395554343680942,10.467413300966754,9.347224389503118,8.90961009696211,9.355974335706255,11.020613107616866,11.146772786241712,9.843417425593293,9.596330424537744,10.120849173267688,9.787902559391432,7.511081303202384,9.398380704128783,8.709441506881225,9.583969739287417,9.765309557878956,9.817164680593052,8.456644997882957,8.962732344785284,8.52060015037523
VTNC_390_402,7.838133583607893,8.265725605453397,7.921335722954115,11.16179738755376,11.541717624276911,9.172380331684968,7.640040255078371,7.522081813277249,7.910515459427272,11.147420945761812,11.242657327270177,8.666006221077218,9.183003293024004,10.07131056649782,9.57164533073004,7.282607651323286,8.895389512628187,8.408429886890957,9.042330472831663,9.443803662569772,9.59857925549182,8.195407030855993,8.443881834119784,8.110101603741347
ADDB_706_718,5.884948042727841,5.218985819893199,5.379296621028184,4.982885979136153,5.098628032727716,5.184968881666762,5.679347309681533,5.061613190407161,4.94803657837855,4.793679985160528,5.055077754357215,4.44700522793748,5.538866086131702,5.565551194274936,5.817043978226038,4.681470481574503,5.438242628082914,4.981163357987144,5.650374401348693,5.2116587597514945,5.572432105765021,4.566700294328428,4.975983118881465,4.505699222196503
GYS2_1_13,7.0072124295767475,7.072575045903613,7.127337372629997,6.332775477124355,7.080641575394326,7.410671340074321,6.4870057333792355,6.643311673806424,6.766935129927999,6.418011691257317,6.381910199715595,6.428794689661503,6.994887076606347,6.955074129118484,7.043981626134517,6.8237878070574896,6.78432618826598,6.656323667679879,6.77292142499373,6.301366772405046,6.574718469224353,6.474203369267262,6.330071268195977,5.44700522793748
RAP1B_172_184,3.8381335836078927,4.063242433991819,3.8343219696578736,4.310998534729103,4.7739167303390975,3.811238356544832,3.283306800860055,3.226275855823676,3.7191627716464537,4.2805081675073815,4.498491738225587,3.4668363998590492,3.933857643208788,3.930291028188596,4.383215215671508,3.288887833123355,4.148596492001801,3.763932641766475,3.775905283432552,4.003398576461865,4.111283333533745,3.5008982359326817,3.759919579259853,3.416737788268683
NCF1_321_333,7.812934077550437,8.187772228052205,7.753374450067899,10.962650507546597,11.447141722146553,9.229453699484422,7.41003128015216,7.293753588295171,7.992965049030526,10.911985462731282,11.138030247909512,8.424522847301002,8.615265260884682,9.625777754484837,8.985680859010555,6.319885099444391,8.3823997190465,7.707749806373352,8.539451476702075,8.780864707501314,9.026131912965726,7.532116966543402,7.806382427891432,7.251504740768274
CA2D1_494_506,5.130060540564373,4.631829105759131,4.910515459427273,3.651457912508063,4.587229107693101,4.853280127361758,4.43195088221519,3.795641501493814,4.383215215671508,3.791715798280014,3.986325063102924,3.543542573341176,4.493666666701606,4.826668397114438,4.620807699667878,4.2522191230759585,4.340857823422213,4.471751890273166,4.681470481574503,4.1144298888506095,4.426897654488905,3.890465047695408,3.996593398556751,2.7639326417664756
H2B1B_ 27_40,6.2226354424843136,4.753878977102553,4.988041535691945,4.933857643208788,5.312369266462518,5.336822310187057,6.143214729679847,4.471751890273166,4.817043978226038,4.733558992722957,4.845726732930123,4.580418575576208,5.387123195598511,5.562098392369419,5.623018726983232,4.202816882999687,5.5505290036572825,4.483967839982805,5.521192998150529,5.405221757837403,5.947154465822246,4.493666666701606,5.0067891656626395,4.459431618637297
KIF2C_105_118_S106G,7.212760193860895,7.305846660283191,7.104178391475935,7.9163865069823824,8.43179323646943,7.035291912251202,7.371427355839994,6.826668397114438,7.464372359907568,8.051593724580302,8.149363678959997,6.541790666579583,6.545875144651066,7.216059459780539,6.796131464154624,4.822826330820044,6.621360774254253,5.919537971891721,6.849508373472549,6.818009314522269,7.005942265115343,5.733558992722957,6.193176633543594,5.556325295266471
MP2K1_287_299,5.143984783095988,4.994887076606347,5.05343925896146,4.582692327096329,4.791715798280014,5.1409021002118,4.892299370944287,4.70462144582506,4.826668397114438,4.6514579125080635,4.830500258705466,4.580418575576208,5.169925001442313,5.0762105666201185,5.187958924272574,4.915935735211526,5.051798900580205,4.6857074744609735,5.351564329263616,4.702532097102332,4.851395483016815,4.6857074744609735,4.44700522793748,4.33547462672531
RB_242_254,4.638401759682617,3.7437547598288456,4.142444265020206,3.7108713980150623,4.079434467494405,4.5128708775987585,3.8343219696578736,3.515253528909752,3.7356039187079815,3.4420045468791134,3.933857643208788,3.5894921592016704,4.706707773073526,4.354228586790673,4.700439718141093,3.979438677517684,4.237863830098888,4.288887833123355,4.594007640324163,4.1577759187761965,4.260764232208967,3.8343219696578736,3.226275855823676,3.607469900130726
NFKB1_330_342,5.511678074685925,6.228455702686471,5.7447703846795815,9.39660478118186,10.148932186496516,7.178218541632181,5.374055216386032,5.082651180177948,5.95067968453626,9.537987554667902,9.779068885563854,6.144754425707406,7.008904244535667,8.108327192124701,7.47512160099926,4.375367353848823,6.590622355139525,5.899613429909593,6.831934586950426,7.089862667211334,7.657402721612673,5.781854549763739,5.970784212207145,5.237863830098888
ANDR_785_797,6.199116714157096,6.537108487894961,6.20945336562895,6.711910429418194,7.499695488851024,6.012703589926215,5.8044354707256485,5.725350179447425,6.265725605453397,7.018173929142264,6.914582574217321,5.169925001442313,5.781854549763739,6.336148625822311,5.988899006766751,4.717094391305224,5.8044354707256485,5.43195088221519,5.871062516472891,5.763932641766476,5.7848200082403,4.888628389215791,5.283306800860055,4.72329065726913
CD27_212_224,3.3962008572659883,3.668684326618659,3.841935153767749,3.072979445357106,3.385821711485989,3.8343219696578736,2.9863250631029237,3.491248065898963,2.9014361655164107,2.8266683971144384,3.9087041659804496,3.0202723950262613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H32_3_18,5.383215215671508,4.895961035450259,5.0762105666201185,4.937415462621977,5.122266383082575,4.912324481659147,5.418011691257317,4.8092979459753975,4.906890595608519,4.921335722954115,4.970784212207145,4.739685095519798,5.38060400221497,5.4766506896860045,5.44700522793748,4.414186602739351,4.956828165858426,4.439497691268539,5.106550595421023,5.097038285965323,5.273487739829609,4.095446785483036,4.660096830781936,4.232081477504882
KPCB_19_31_A25S,6.728947283817144,5.872921659824103,5.778882983232447,5.429426480799644,5.934747920954343,5.857042046157957,6.414186602739351,5.109707478608206,5.834321969657873,5.562098392369419,5.588361077183022,5.183471533280261,6.657402721612673,6.8447797719240935,6.705664986587295,5.025296294615756,6.485183765078708,5.496081219634906,6.56842223012969,6.340186021295574,6.989755968503197,5.423096084329049,5.990612421506022,5.036951136172892
P53_308_323,3.9159357352115256,3.9480365783785496,4.321928094887363,3.795641501493814,4.126947928697037,4.095446785483036,4.0435690149373995,4.046866605037974,4.190942782711396,3.969047071671088,4.451988635451736,3.8719923876239286,3.715023041285529,3.822826330820044,3.886789389552009,3.5940076403241634,3.607469900130726,3.8719923876239286,4.217523381814712,4.095446785483036,3.3109985347291033,3.491248065898963,3.651457912508063,3.3109985347291033
E1A_ADE05_212_224,7.525631608074264,7.680409286204192,7.446068919603335,9.558926048172689,9.917343929604334,8.092657428092576,7.195035537345278,7.131614331819454,7.594852721891365,9.64834062199649,9.744135702939158,7.585812895700621,8.12947743713809,8.763682152132912,8.24864366885213,6.389722646825893,7.862666595351835,7.344212149604035,7.997871816930958,8.079836949026069,8.132390600356283,7.117569596381176,7.307909618271818,6.904620421983691
