Peptide,Pat27P_710418101_A1,Pat27P_710418101_A2,Pat27P_710418101_A3,Pat27R_710418101_A4,Pat27R_710418102_A1,Pat27R_710418102_A2,Pat27P_710418102_A3,Pat27P_710418102_A4,Pat27P_710418104_A1,Pat27R_710418104_A2,Pat27R_710418104_A3,Pat27R_710418104_A4,Pat31P_710418105_A1,Pat31P_710418105_A2,Pat31P_710418105_A3,Pat31R_710418105_A4,Pat31R_710418106_A1,Pat31R_710418106_A2,Pat31P_710418106_A3,Pat31P_710418106_A4,Pat31P_710418108_A1,Pat31R_710418108_A2,Pat31R_710418108_A3,Pat31R_710418108_A4
IF4E_203_215,4.493666666701606,4.193920482511291,4.302746681683742,3.860794181019065,4.375367353848823,4.321928094887363,4.356887933241163,3.897788388501266,4.0697410712905615,4.085860736653839,4.193920482511291,3.860794181019065,4.184968881666762,4.175961391172981,4.411630897835594,3.9159357352115256,4.059982104828232,4.17294635341755,4.274894561043856,3.926715573964768,3.860794181019065,3.672958981718985,3.763932641766475,3.775905283432551
MPIP1_172_184,5.128505074062332,4.743754759828845,4.456954888345085,4.036951136172892,4.761927505876099,4.841935153767749,4.801510099582952,4.266432982295659,4.5689957523160905,4.5033007261479865,4.517632251692483,4.411630897835594,4.767934572323972,4.696245834254901,4.799556551497197,4.1577759187761965,4.534174390806981,4.356887933241163,4.783832199204181,4.496081219634906,4.655783837910853,3.886789389552009,3.944504887408296,3.672958981718985
VASP_150_162,5.474203369267262,6.104178391475935,5.584962500721156,10.344714626549113,11.13508004917798,6.700963097446992,5.1924324008518825,5.093853527407369,5.690986276694701,10.514174377563036,10.784079214878252,6.041090866533816,6.854691996703821,8.370934098655558,7.404257926352346,4.223364260403773,6.471751890273166,5.798578784573367,6.887249359280404,7.255429473113259,7.715800146093378,5.5282882339641874,5.95067968453626,5.301366772405046
EPB42_241_253,5.5033007261479865,5.591751666383796,5.419284470379029,9.853868574178616,10.394826669421784,6.59794712601222,5.126947928697037,4.7659349946776235,5.515253528909752,9.702597435072086,10.043207883311982,5.522377963343134,6.614154213435939,8.010594077866068,7.2996400276855775,4.536522145663403,6.472978150475245,5.6074699001307255,6.506298223675272,6.860794181019065,7.380930662476954,5.485183765078708,5.778882983232447,5.424364387743383
CDK7_163_175,5.326005426967906,5.234975550774061,5.036951136172892,4.013546531837948,5.346221008189306,5.316473664795255,3.5804185755762084,5.183471533280261,5.0152309395493,4.6007544727647485,4.464372359907568,5.320566419429138,4.079434467494405,4.747812976403199,4.456954888345085,4.580418575576208,4.7315111640740986,4.921335722954115,4.655783837910853,5.387123195598511,4.946271813582484,6.061613190407161,4.217523381814712,4.020272395026262
ESR1_160_172,7.229181586999087,7.36582720822247,7.088663253224372,8.60313642986342,9.278756260745787,7.599912842187128,6.989755968503197,6.907344201976314,7.320906958800691,8.91807564783907,9.092059006359465,7.067713389943579,7.42974227264525,7.982885979136153,7.664665301712269,5.781854549763739,7.247927513443586,6.651999363083339,7.39199333088907,7.360867784153708,7.73662529577074,6.462521564219626,6.882181608436465,6.093853527407369
KS6A1_374_386,4.6514579125080635,4.555167898460803,4.154722594798643,3.875705890422993,4.199857507519143,4.229181586999087,4.175961391172981,3.7356039187079815,4.681470481574503,4.44700522793748,3.8381335836078927,3.715023041285529,4.834321969657873,4.582692327096329,4.591751666383796,3.7518598094659006,4.4815329110657505,4.401362562381768,4.670823237374995,4.232081477504882,4.493666666701606,4.229181586999087,3.8532801273617583,4.163863248655112
RB_803_815,4.642766952244019,4.217523381814712,4.491248065898962,3.5620983923694194,4.414186602739351,4.464372359907568,4.346221008189306,3.8532801273617583,4.232081477504882,3.996593398556751,3.8343219696578736,3.7356039187079815,4.702532097102332,4.753878977102553,4.942735794555241,4.020272395026262,4.892299370944287,4.548203950711039,4.914131238364778,4.702532097102332,4.584962500721156,3.9159357352115256,4.401362562381768,3.791715798280014
GRIK2_708_720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.596752347442164,11.22422925374851,10.82288644186111,8.704751929707108,10.336022274974232,9.84809141964358,10.546530501400152,10.79790618520753,10.939690088510943,9.710416586361124,9.910967927689065,9.747369664563438
BAD_112_124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.340857823422214,4.500898235932682,4.351564329263616,3.681470481574503,4.515253528909752,4.126947928697037,3.944504887408296,3.4420045468791134,4.4815329110657505,3.3962008572659883,3.996593398556751,3.3109985347291033
RAB1A_187_199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0135465318379477,2.706707773073526,2.9725192635778934,3.072979445357106,2.3806040022149704,2.575860293613904,2.8645365827048814,3.196892049042582,2.8266683971144384,2.575860293613904,3.072979445357106,2.8645365827048814
CFTR_730_742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.423571828782128,9.864419779479226,8.96131317509485,5.598509032559104,8.080038147693278,7.306534640763987,8.344212149604035,8.795151372377196,9.117177506409776,7.13781281628856,7.255073120131112,6.961640799722326
MYPC3_268_280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.906096441120946,11.001116040645002,10.375695201831348,7.849036210142893,9.66928621585525,9.037054774335422,9.815353083886604,10.224456797404784,10.4016443112433,8.846436546002689,9.11029862593911,8.741339781442207
CREB1_126_138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.561594167620235,10.51380206916332,9.894245787309933,7.331085940637912,9.428162621725482,8.602996423551417,9.503525754620778,9.671624512064232,9.882470026310097,8.424205910779321,8.652811158119796,8.265725605453397
ERBB2_679_691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.504500472612878,7.852809197035759,7.620531082843929,6.326683863397474,7.667078059938473,6.903711351354439,7.702270715628497,7.532116966543402,7.585246021413999,6.528877931516191,7.2589881701344945,6.457574469647667
TOP2A_1463_1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.693717065509754,11.235472385475209,10.809419298125942,8.494723530888498,10.458309877011356,9.752995938970123,10.481152081920946,10.706088709505485,11.062326210881746,9.612068690438608,9.866287497245889,9.62115339613058
KAP3_107_119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.279150625290397,11.061638661493062,10.69171060384882,8.56641310510863,10.0220536942826,9.65625620000428,10.224957267157034,10.44801887670403,10.632549449958,9.484043865332117,9.62481269493466,9.25792148244014
PTN12_32_44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.583685967641951,10.084457434203694,9.47917014823383,7.449810512470073,9.224456797404784,8.680409286204192,9.568637327668675,9.494346168264158,9.576929933858308,8.48912845899314,8.784820008240299,8.274367163837876
GBRB2_427_439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.343500007552231,11.047869843225,10.584040673478292,8.428952663386367,10.055794011351692,9.41729525924171,10.183003293024004,10.427016292295056,10.634708327038712,9.325326671349227,9.542155822632278,9.29557402391954
TY3H_65_77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.434313503586417,10.570428561094989,9.90564244220574,7.105760294091543,9.15367152044346,8.574718469224353,9.3940177117686,9.848918145161372,9.998191244595471,8.416897087671583,8.642222024932199,8.147060893090575
