Kinase,Z,method,AvgZ
DDR,3.47,641039320>0.15,3.5275000000000003
AXL,-2.33,641039320>0.15,-2.361666666666667
SRC,1.76,641039320>0.15,1.7366666666666666
EGFR,1.38,641039320>0.15,1.2633333333333332
MET,1.37,641039320>0.15,1.3341666666666667
RYK,-1.07,641039320>0.15,-1.0766666666666667
EPH,-1,641039320>0.15,-0.9658333333333333
SYK,-0.79,641039320>0.15,-0.8400000000000001
SEV,-0.77,641039320>0.15,-0.7616666666666667
ACK,-0.77,641039320>0.15,-0.7566666666666667
FRK,0.75,641039320>0.15,0.7675000000000001
VEGFR,0.6,641039320>0.15,0.635
FGFR,-0.56,641039320>0.15,-0.5366666666666667
PDGFR,-0.47,641039320>0.15,-0.44416666666666665
ALK,0.36,641039320>0.15,0.2975
TRK,0.3,641039320>0.15,0.32166666666666666
ABL,-0.27,641039320>0.15,-0.28500000000000003
RET,-0.26,641039320>0.15,-0.23833333333333334
FAK,0.25,641039320>0.15,0.28500000000000003
FER,-0.24,641039320>0.15,-0.22583333333333333
TEC,-0.22,641039320>0.15,-0.11333333333333333
JAK,-0.16,641039320>0.15,-0.14166666666666666
CSK,-0.13,641039320>0.15,-0.07166666666666667
INSR,0.09,641039320>0.15,0.1225
DDR,3.47,641039320>0.2,3.5275000000000003
AXL,-2.33,641039320>0.2,-2.361666666666667
SRC,1.76,641039320>0.2,1.7366666666666666
EGFR,1.38,641039320>0.2,1.2633333333333332
MET,1.37,641039320>0.2,1.3341666666666667
RYK,-1.07,641039320>0.2,-1.0766666666666667
EPH,-1,641039320>0.2,-0.9658333333333333
SYK,-0.79,641039320>0.2,-0.8400000000000001
SEV,-0.77,641039320>0.2,-0.7616666666666667
ACK,-0.77,641039320>0.2,-0.7566666666666667
FRK,0.75,641039320>0.2,0.7675000000000001
VEGFR,0.6,641039320>0.2,0.635
FGFR,-0.56,641039320>0.2,-0.5366666666666667
PDGFR,-0.47,641039320>0.2,-0.44416666666666665
ALK,0.36,641039320>0.2,0.2975
TRK,0.3,641039320>0.2,0.32166666666666666
ABL,-0.27,641039320>0.2,-0.28500000000000003
RET,-0.26,641039320>0.2,-0.23833333333333334
FAK,0.25,641039320>0.2,0.28500000000000003
FER,-0.24,641039320>0.2,-0.22583333333333333
TEC,-0.22,641039320>0.2,-0.11333333333333333
JAK,-0.16,641039320>0.2,-0.14166666666666666
CSK,-0.13,641039320>0.2,-0.07166666666666667
INSR,0.09,641039320>0.2,0.1225
DDR,3.47,641039320>0.3,3.5275000000000003
AXL,-2.33,641039320>0.3,-2.361666666666667
SRC,1.76,641039320>0.3,1.7366666666666666
EGFR,1.38,641039320>0.3,1.2633333333333332
MET,1.37,641039320>0.3,1.3341666666666667
RYK,-1.07,641039320>0.3,-1.0766666666666667
EPH,-1,641039320>0.3,-0.9658333333333333
SYK,-0.79,641039320>0.3,-0.8400000000000001
SEV,-0.77,641039320>0.3,-0.7616666666666667
ACK,-0.77,641039320>0.3,-0.7566666666666667
FRK,0.75,641039320>0.3,0.7675000000000001
VEGFR,0.6,641039320>0.3,0.635
FGFR,-0.56,641039320>0.3,-0.5366666666666667
PDGFR,-0.47,641039320>0.3,-0.44416666666666665
ALK,0.36,641039320>0.3,0.2975
TRK,0.3,641039320>0.3,0.32166666666666666
ABL,-0.27,641039320>0.3,-0.28500000000000003
RET,-0.26,641039320>0.3,-0.23833333333333334
FAK,0.25,641039320>0.3,0.28500000000000003
FER,-0.24,641039320>0.3,-0.22583333333333333
TEC,-0.22,641039320>0.3,-0.11333333333333333
JAK,-0.16,641039320>0.3,-0.14166666666666666
CSK,-0.13,641039320>0.3,-0.07166666666666667
INSR,0.09,641039320>0.3,0.1225
DDR,3.47,641039320>0.4,3.5275000000000003
AXL,-2.33,641039320>0.4,-2.361666666666667
SRC,1.76,641039320>0.4,1.7366666666666666
EGFR,1.38,641039320>0.4,1.2633333333333332
MET,1.37,641039320>0.4,1.3341666666666667
RYK,-1.07,641039320>0.4,-1.0766666666666667
EPH,-1,641039320>0.4,-0.9658333333333333
SYK,-0.79,641039320>0.4,-0.8400000000000001
SEV,-0.77,641039320>0.4,-0.7616666666666667
