Kinase,Z,method,AvgZ
FER,0.9,640205507>0.3,0.95
SEV,-0.82,640205507>0.3,-0.12416666666666666
ACK,-0.8,640205507>0.3,-0.285
EPH,-0.76,640205507>0.3,-1.1225
MET,-0.69,640205507>0.3,-0.19166666666666668
VEGFR,-0.61,640205507>0.3,-1.4516666666666667
FAK,0.6,640205507>0.3,0.9974999999999999
CSK,-0.58,640205507>0.3,-0.5266666666666666
SYK,0.54,640205507>0.3,0.6666666666666666
TRK,-0.53,640205507>0.3,-0.4658333333333334
RET,-0.52,640205507>0.3,-0.6
FGFR,0.46,640205507>0.3,-0.35500000000000004
ALK,0.4,640205507>0.3,0.03833333333333335
RYK,0.28,640205507>0.3,0.33166666666666667
PDGFR,0.22,640205507>0.3,0.6174999999999999
EGFR,-0.02,640205507>0.3,0.4883333333333333
TEC,3.49,640205507>0.4,3.1966666666666668
DDR,2.87,640205507>0.4,3.1225
FRK,2.39,640205507>0.4,2.390833333333333
ABL,1.77,640205507>0.4,2.1108333333333333
AXL,1.3,640205507>0.4,1.4275
FER,1.18,640205507>0.4,0.95
VEGFR,-1.16,640205507>0.4,-1.4516666666666667
INSR,1.13,640205507>0.4,1.2508333333333332
SRC,1.1,640205507>0.4,1.3558333333333334
FAK,1.07,640205507>0.4,0.9974999999999999
SYK,0.97,640205507>0.4,0.6666666666666666
RET,-0.9,640205507>0.4,-0.6
SEV,-0.79,640205507>0.4,-0.12416666666666666
ACK,-0.77,640205507>0.4,-0.285
TRK,-0.75,640205507>0.4,-0.4658333333333334
EPH,-0.74,640205507>0.4,-1.1225
JAK,-0.67,640205507>0.4,-0.7491666666666666
CSK,-0.62,640205507>0.4,-0.5266666666666666
MET,-0.36,640205507>0.4,-0.19166666666666668
RYK,0.32,640205507>0.4,0.33166666666666667
FGFR,0.22,640205507>0.4,-0.35500000000000004
ALK,0.14,640205507>0.4,0.03833333333333335
EGFR,0.04,640205507>0.4,0.4883333333333333
PDGFR,0.03,640205507>0.4,0.6174999999999999
DDR,3.2,640205510>0.15,3.1225
TEC,3.03,640205510>0.15,3.1966666666666668
ABL,2.39,640205510>0.15,2.1108333333333333
FRK,2.38,640205510>0.15,2.390833333333333
EPH,-1.65,640205510>0.15,-1.1225
AXL,1.57,640205510>0.15,1.4275
VEGFR,-1.54,640205510>0.15,-1.4516666666666667
SEV,1.14,640205510>0.15,-0.12416666666666666
ACK,1.14,640205510>0.15,-0.285
JAK,-1.1,640205510>0.15,-0.7491666666666666
EGFR,1.03,640205510>0.15,0.4883333333333333
FGFR,-0.86,640205510>0.15,-0.35500000000000004
RET,-0.83,640205510>0.15,-0.6
FER,0.67,640205510>0.15,0.95
INSR,0.67,640205510>0.15,1.2508333333333332
SRC,0.55,640205510>0.15,1.3558333333333334
FAK,0.5,640205510>0.15,0.9974999999999999
MET,-0.45,640205510>0.15,-0.19166666666666668
TRK,-0.41,640205510>0.15,-0.4658333333333334
CSK,-0.23,640205510>0.15,-0.5266666666666666
RYK,0.15,640205510>0.15,0.33166666666666667
SYK,-0.11,640205510>0.15,0.6666666666666666
ALK,0.06,640205510>0.15,0.03833333333333335
PDGFR,0.05,640205510>0.15,0.6174999999999999
TEC,2.85,640205510>0.2,3.1966666666666668
ABL,2.58,640205510>0.2,2.1108333333333333
DDR,2.45,640205510>0.2,3.1225
FRK,2.08,640205510>0.2,2.390833333333333
EPH,-1.66,640205510>0.2,-1.1225
AXL,1.57,640205510>0.2,1.4275
FGFR,-1.37,640205510>0.2,-0.35500000000000004
EGFR,1.32,640205510>0.2,0.4883333333333333
SRC,1.27,640205510>0.2,1.3558333333333334
ACK,1.22,640205510>0.2,-0.285
VEGFR,-1.19,640205510>0.2,-1.4516666666666667
SEV,1.17,640205510>0.2,-0.12416666666666666
FER,0.88,640205510>0.2,0.95
JAK,-0.75,640205510>0.2,-0.7491666666666666
FAK,0.71,640205510>0.2,0.9974999999999999
INSR,0.69,640205510>0.2,1.2508333333333332
RET,-0.63,640205510>0.2,-0.6
MET,-0.41,640205510>0.2,-0.19166666666666668
PDGFR,0.37,640205510>0.2,0.6174999999999999
ALK,0.24,640205510>0.2,0.03833333333333335
RYK,0.22,640205510>0.2,0.33166666666666667
SYK,0.21,640205510>0.2,0.6666666666666666
TRK,-0.13,640205510>0.2,-0.4658333333333334
CSK,0.13,640205510>0.2,-0.5266666666666666
ABL,2.84,640205510>0.3,2.1108333333333333
TEC,2.73,640205510>0.3,3.1966666666666668
DDR,2.71,640205510>0.3,3.1225
FRK,2.52,640205510>0.3,2.390833333333333
AXL,2.46,640205510>0.3,1.4275
SRC,2.14,640205510>0.3,1.3558333333333334
VEGFR,-1.79,640205510>0.3,-1.4516666666666667
FAK,1.57,640205510>0.3,0.9974999999999999
EGFR,1.38,640205510>0.3,0.4883333333333333
ACK,1.3,640205510>0.3,-0.285
INSR,1.27,640205510>0.3,1.2508333333333332
EPH,-1,640205510>0.3,-1.1225
FGFR,-0.9,640205510>0.3,-0.35500000000000004
PDGFR,0.78,640205510>0.3,0.6174999999999999
SEV,-0.77,640205510>0.3,-0.12416666666666666
SYK,0.73,640205510>0.3,0.6666666666666666
FER,0.48,640205510>0.3,0.95
CSK,-0.45,640205510>0.3,-0.5266666666666666
RYK,0.43,640205510>0.3,0.33166666666666667
ALK,0.36,640205510>0.3,0.03833333333333335
TRK,0.3,640205510>0.3,-0.4658333333333334
RET,-0.26,640205510>0.3,-0.6
MET,-0.21,640205510>0.3,-0.19166666666666668
JAK,-0.16,640205510>0.3,-0.7491666666666666
DDR,2.96,640205510>0.4,3.1225
ABL,2.95,640205510>0.4,2.1108333333333333
TEC,2.79,640205510>0.4,3.1966666666666668
FRK,2.66,640205510>0.4,2.390833333333333
SRC,2.29,640205510>0.4,1.3558333333333334
AXL,2.18,640205510>0.4,1.4275
VEGFR,-1.56,640205510>0.4,-1.4516666666666667
FAK,1.53,640205510>0.4,0.9974999999999999
INSR,1.51,640205510>0.4,1.2508333333333332
PDGFR,1.41,640205510>0.4,0.6174999999999999
EGFR,1.02,640205510>0.4,0.4883333333333333
CSK,-0.76,640205510>0.4,-0.5266666666666666
ACK,-0.76,640205510>0.4,-0.285
SEV,-0.75,640205510>0.4,-0.12416666666666666
EPH,-0.74,640205510>0.4,-1.1225
SYK,0.72,640205510>0.4,0.6666666666666666
FGFR,-0.69,640205510>0.4,-0.35500000000000004
FER,0.58,640205510>0.4,0.95
RYK,0.44,640205510>0.4,0.33166666666666667
JAK,-0.37,640205510>0.4,-0.7491666666666666
ALK,0.25,640205510>0.4,0.03833333333333335
RET,-0.17,640205510>0.4,-0.6
MET,-0.03,640205510>0.4,-0.19166666666666668
TRK,-0.01,640205510>0.4,-0.4658333333333334
